| title   |   [unnamed data series #0] |
| A       |                   3.11066  |
| B       |                   6.93087  |
| C       |                  11.1919   |
| D       |                   1.53115  |
| E       |                   9.97969  |
| F       |                   8.21652  |
| G       |                   8.40018  |
| H       |                  11.1919   |
| I       |                   7.92266  |
| J       |                   6.49008  |
| K       |                   8.80424  |
| L       |                   7.00434  |
| M       |                   3.91878  |
| N       |                   5.1677   |
| A       |                   2.78006  |
| B       |                   4.98403  |
| C       |                   9.68583  |
| D       |                   1.02213  |
| E       |                   7.2982   |
| F       |                   7.4084   |
| G       |                   7.9279   |
| H       |                  10.9925   |
| I       |                   7.00434  |
| J       |                   4.7269   |
| K       |                   7.70226  |
| L       |                   5.68196  |
| M       |                   3.51472  |
| N       |                   4.21264  |
| A       |                   0.329458 |
| B       |                   1.89847  |
| C       |                   1.53115  |
| D       |                   0.623321 |
| E       |                   2.7066   |
| F       |                   0.833223 |
| G       |                   0.53936  |
| H       |                   0.266488 |
| I       |                   0.917184 |
| J       |                   1.89847  |
| K       |                   1.25303  |
| L       |                   1.23204  |
| M       |                   0.413419 |
| N       |                   1.06411  |
