|   title |   [unnamed data series #0] |
|       0 |                         35 |
|       1 |                        198 |
|       2 |                        696 |
|       3 |                       1446 |
|       4 |                       2035 |
|       5 |                       2104 |
|       6 |                       1671 |
|       7 |                       1021 |
|       8 |                        518 |
|       9 |                        207 |
|      10 |                         59 |
|      11 |                         10 |
