|   title |   [unnamed data series #0] |
|    0    |                    57.6787 |
|    0.25 |                    56.5529 |
|    3    |                    46.4207 |
|   12    |                    62.5572 |
|   24    |                    37.7895 |
|   48    |                    51.4868 |
|    0    |                    56.5529 |
|    0.25 |                    56.3653 |
|    3    |                    49.9857 |
|   12    |                    67.4357 |
|   24    |                    39.6658 |
|   48    |                    27.6573 |
