| title     |   [unnamed data series #0] |
| Scml2     |                0.0228349   |
| Zfx       |                0.00210955  |
| GM773     |                0.00210955  |
| Magea 2/5 |                0.00210955  |
| Scml2     |                0.304108    |
| Zfx       |                0.134234    |
| GM773     |                0.176425    |
| Magea 2/5 |                0.31188     |
| Scml2     |                0.0331976   |
| Zfx       |                0.0413397   |
| GM773     |                0.000629164 |
| Magea 2/5 |                0.0124722   |
| Scml2     |                0.0198742   |
| Zfx       |                0.00210955  |
| GM773     |                0.00210955  |
| Magea 2/5 |                0.00210955  |
| Scml2     |                0.124981    |
| Zfx       |                0.0561436   |
| GM773     |                0.0243153   |
| Magea 2/5 |                0.0294967   |
| Scml2     |                0.00951147  |
| Zfx       |                0.00136936  |
| GM773     |                0.000629164 |
| Magea 2/5 |                0.000629164 |
