| Category   | X   |        Y |
| D          | D2  | 0.755377 |
| D          | D3  | 0.684599 |
| D          | D4  | 0.666069 |
| D          | D1  | 0.663032 |
| C          | C4  | 0.742618 |
| C          | C5  | 0.707989 |
| C          | C3  | 0.716495 |
| C          | C2  | 0.751428 |
| C          | C1  | 0.719532 |
| B          | B1  | 0.528321 |
| B          | B3  | 0.622489 |
| B          | B4  | 0.645271 |
| B          | B5  | 0.590897 |
| B          | B2  | 0.667143 |
| A          | A4  | 0.51612  |
| A          | A3  | 0.585784 |
| A          | A5  | 0.60644  |
| A          | A2  | 0.69352  |
| A          | A1  | 0.678534 |
