| Category   |   first quartile |      max |   median |       min |   third quartile | x        |
| PM2.5      |          3.93952 |  16.3071 |  5.28603 |  2.21684  |         11.2171  | 6-8 am   |
| PM2.5      |          6.21852 |  31.3321 |  9.03495 |  1.30788  |         17.0316  | 8-10 am  |
| PM2.5      |          3.96181 |  25.1034 |  5.85415 |  2.17173  |         10.2371  | 10-12 pm |
| PM2.5      |          4.94686 |  16.415  |  6.8679  |  2.59974  |          8.60278 | 12-2 pm  |
| PM2.5      |          3.11211 |  13.9011 |  4.7597  |  1.31237  |          5.83608 | 2-4 pm   |
| PM2.5      |          4.1338  |  19.2054 |  5.25168 |  2.17173  |         10.3075  | 4-6 pm   |
| PM2.5      |          7.24805 |  20.4609 | 10.2621  |  3.75752  |         12.468   | 6-8 pm   |
| PM2.5      |          5.01073 |  26.0481 | 11.7256  |  1.10953  |         15.2863  | 8-10 pm  |
| PM2.5      |          4.31596 |  48.3606 |  8.40275 |  0.720508 |         18.1013  | 10-12 am |
| PM10       |         23.2789  |  95.5295 | 29.5109  | 12.9623   |         43.9897  | 6-8 am   |
| PM10       |         29.9531  | 183.134  | 42.2621  | 10.0618   |         67.3652  | 8-10 am  |
| PM10       |         22.7377  | 181.039  | 32.2527  |  9.04893  |         54.1727  | 10-12 pm |
| PM10       |         23.4036  | 128.856  | 32.1998  | 11.4505   |         47.5475  | 12-2 pm  |
| PM10       |         20.6933  | 105.831  | 29.067   |  9.9601   |         41.1405  | 2-4 pm   |
| PM10       |         24.8752  | 102.11   | 34.3904  | 13.2738   |         56.4682  | 4-6 pm   |
| PM10       |         28.4929  | 150.026  | 40.5778  | 10.7337   |         62.3017  | 6-8 pm   |
| PM10       |         24.9801  | 181.039  | 40.8753  |  8.3203   |         61.1399  | 8-10 pm  |
| PM10       |         17.5659  | 105.831  | 42.0344  |  2.04533  |         69.0209  | 10-12 am |
