| title    |   [unnamed data series #0] |
| hsa04020 |                0           |
| hsa04022 |                0           |
| hsa04024 |                0           |
| hsa04062 |                0           |
| hsa04080 |                0.000972763 |
| hsa04114 |                0.000972763 |
| hsa04115 |                0.0418288   |
| hsa04130 |                0.0807393   |
| hsa04141 |                0.020428    |
| hsa04210 |                0.0184825   |
| hsa04270 |                0.0797665   |
| hsad4340 |                0.0632296   |
| hsa04350 |                0.061284    |
| hsa04390 |               -0.000972763 |
| hsa04510 |                0           |
| hsa04512 |                0.020428    |
| hsa04540 |                0.0184825   |
| hsad4610 |                0           |
| hsa04621 |                0.0379377   |
| hsa04622 |                0.0194553   |
| hsa04660 |                0.0175097   |
| hsa04662 |                0           |
| hsa04666 |                0.020428    |
| hsa04668 |                0.040856    |
| hsa04742 |                0.123541    |
| hsa04913 |                0.0826848   |
| hsad4914 |                0.0184825   |
| hsa04915 |                0           |
| hsa04917 |                0.124514    |
| hsa04920 |                0.020428    |
| hsa05014 |                0.0807393   |
| hsa05016 |                0.0418288   |
| hsa05130 |                0.101167    |
| hsa05133 |                0.061284    |
| hsa05134 |                0.0622568   |
| hsa05140 |                0.040856    |
| hsa05144 |                0.0214008   |
| hsa05145 |                0           |
| hsa05152 |               -0.000972763 |
| hsa05160 |               -0.000972763 |
| hsa05161 |                0.000972763 |
| hsa05200 |                0.000972763 |
| hsa05210 |                0.0632296   |
| hsa05212 |                0.0622568   |
| hsa05213 |                0.0622568   |
| hsa05215 |                0.040856    |
| hsa05216 |                0.10214     |
| hsa05231 |               -0.000972763 |
| hsa05310 |                0.143969    |
| hsa05323 |                0           |
