| title   |   [unnamed data series #0] |
| 2,14    |                       78.9 |
| 6,18    |                       78.6 |
| 11,23   |                       78.5 |
| 1       |                       77.2 |
| 7,19    |                       77   |
| 10, 22  |                       76.7 |
| 3,15    |                       75.8 |
| 8, 20   |                       72.4 |
| 4,16    |                       72.4 |
| 12, 24  |                       70.4 |
| 13, 25  |                       67.9 |
| 27      |                       67.8 |
| 5.19:   |                       64.9 |
| 9,21    |                       59.3 |
| 26      |                       58.2 |
