|   title |   [unnamed data series #0] |
|     0   |                   100.464  |
|     0.5 |                    89.4915 |
|     1   |                    93.2382 |
|     2   |                    88.4211 |
|     4   |                    86.0125 |
|     8   |                    86.2801 |
|    16   |                    85.8787 |
|    31.3 |                    77.0473 |
|    62.5 |                    73.4344 |
|   125   |                    73.033  |
|   250   |                    70.223  |
|   500   |                    62.9973 |
