|   title |   [unnamed data series #0] |
|       0 |                  91.0096   |
|       1 |                  18.9967   |
|       2 |                  12.7933   |
|       3 |                   9.01735  |
|       4 |                   3.89283  |
|       5 |                   0.386586 |
|       6 |                   2.81399  |
|       7 |                   0.926009 |
|       8 |                   0.386586 |
|       9 |                   0.386586 |
|      10 |                   0.386586 |
|      11 |                   0.386586 |
|      12 |                   0.926009 |
|      13 |                   0.386586 |
|      14 |                   0.386586 |
|      15 |                   0.386586 |
|      16 |                   0.386586 |
|      17 |                   0.926009 |
