|   title |   [unnamed data series #0] |
|       1 |                       0.46 |
|       2 |                       0.5  |
|       3 |                       0.25 |
|       4 |                       0.05 |
|       5 |                       0.1  |
|       6 |                       0.06 |
|       7 |                       0.06 |
|       8 |                       0.08 |
|       9 |                       0.08 |
|      10 |                       0.12 |
|      11 |                       0.11 |
|      12 |                       0.1  |
|      13 |                       0.16 |
