| title    |   [unnamed data series #0] |
| 46 to 48 |                    2.71788 |
| 42 to 44 |                    2.76556 |
| 38 to 40 |                    2.79656 |
| 34 to 36 |                    2.76556 |
| 30 to 32 |                    3.05166 |
| 26 to 28 |                    3.21616 |
| 22 to 24 |                    3.24238 |
| 18 to 20 |                    3.59762 |
| 14 to 16 |                    4.0053  |
| 10 to 12 |                    4.4106  |
| 6 to 8   |                    4.81589 |
| 2 to 4   |                    5.36424 |
| Zero     |                   10.4424  |
| 46 to 48 |                    2.71788 |
| 42 to 44 |                    2.74172 |
| 38 to 40 |                    2.7894  |
| 34 to 36 |                    2.86331 |
| 30 to 32 |                    3.28291 |
| 26 to 28 |                    3.30199 |
| 22 to 24 |                    3.52848 |
| 18 to 20 |                    3.90993 |
| 14 to 16 |                    4.11258 |
| 10 to 12 |                    4.76821 |
| 6 to 8   |                    5.12583 |
| 2 to 4   |                    5.26887 |
| Zero     |                    2.74172 |
