| title   |   [unnamed data series #0] |
| 0-5     |                  11.0723   |
| 6-10    |                   7.03866  |
| 11-15   |                   8.53109  |
| 16-20   |                   7.72437  |
| 21-25   |                   9.41849  |
| 26-30   |                   9.78151  |
| 31-35   |                   8.61176  |
| 36-40   |                   8.28908  |
| 41-45   |                   7.36134  |
| 46-50   |                   6.11092  |
| 51-55   |                   4.49748  |
| 56-60   |                   4.69916  |
| 61-65   |                   3.89244  |
| 66-70   |                   1.35126  |
| 71-75   |                   1.06084  |
| 76-80   |                   0.818824 |
