| title        |   [unnamed data series #0] |
| S288C        |                   0.342272 |
| W303*        |                   0.377558 |
| YJM789*      |                   0.585745 |
| RM11*        |                   0.592802 |
| UWOPS83787.3 |                   0.606916 |
| SK1          |                   0.62103  |
| NCYC110      |                   0.631616 |
| DBVPG6044    |                   0.64573  |
| K11          |                   0.64573  |
| YPS606       |                   0.666902 |
| YPS128       |                   0.67043  |
| YS2          |                   0.673959 |
| 378604X      |                   0.695131 |
| DBVPG1853    |                   0.709245 |
| YS9          |                   0.723359 |
| NCYC361      |                   0.726888 |
| UWOPS03461.4 |                   0.726888 |
| UWOPS05217.3 |                   0.730416 |
| UWOPS05227.2 |                   0.730416 |
| DBVPG1788    |                   0.737474 |
| Y9           |                   0.744531 |
| DBVPG6765    |                   0.755116 |
| 273614N      |                   0.769231 |
| UWOPS872421  |                   0.776288 |
| YS4          |                   0.779817 |
| DBVPG6040    |                   0.793931 |
| YJM981       |                   0.793931 |
| Y12          |                   0.793931 |
| L1528        |                   0.804517 |
| DBVPG1373    |                   0.808045 |
| YIlc17_E5    |                   0.825688 |
| L-1374       |                   0.825688 |
| Y55          |                   0.832745 |
| 322134S      |                   0.843331 |
| YJM975       |                   0.843331 |
| YJM978       |                   0.857445 |
| DBVPG1106    |                   0.857445 |
| BC187        |                   0.868031 |
