| title    |   [unnamed data series #0] |
| 0        |                  44.6809   |
| 1        |                  26.2669   |
| 2        |                  13.5397   |
| 3        |                   8.39458  |
| 4        |                   4.87427  |
| 5 and up |                   2.43714  |
| 0        |                  72.3017   |
| 1        |                  21.1219   |
| 2        |                   5.41586  |
| 3        |                   1.89555  |
| 4        |                   0.812379 |
| 5 and up |                   0.541586 |
