| Category   |       X |        Y |
| Cu_{2}O    | 2004.01 | 1.19807  |
| Cu_{2}O    | 2008.02 | 0.400794 |
| Cu_{2}O    | 2006.02 | 1.38243  |
| Cu_{2}O    | 2006.02 | 1.5165   |
| Cu_{2}O    | 2006.02 | 1.98817  |
| Cu_{2}O    | 2011.04 | 3.81975  |
| Cu_{2}O    | 2012.03 | 4.07114  |
| Cu_{2}O    | 2013.03 | 4.10706  |
| Cu_{2}O    | 2013.03 | 5.36463  |
| Cu_{2}O    | 2015.04 | 6.09498  |
| CuO        | 2014.03 | 2.87964  |
| CuO        | 2014.03 | 1.19969  |
| CuO        | 2014.03 | 0.996104 |
| CuO        | 2012.02 | 0.411054 |
