| title   |   [unnamed data series #0] |
| 0-10    |                    6.89564 |
| -15     |                   10.7001  |
| -20     |                   38.7583  |
| -25     |                   87.7411  |
| -30     |                  158.6     |
| -35     |                  138.151   |
| -40     |                  144.333   |
| -45     |                   89.1678  |
| -50     |                   50.1717  |
| -55     |                   55.4029  |
| -60     |                   17.8336  |
| -65     |                    6.89564 |
| 66-93   |                    6.89564 |
